period_id,country,region,population,conflicts_vdem,start_year,end_year,period_length,total_events,total_deaths,civilian_deaths,events_per_capita,deaths_per_capita,events_rate,deaths_rate
Argentina_2009_2011,Argentina,Latin America and the Caribbean,40844243000.0,0.0,2009,2011,2,0,0,0,0.0,0.0,0.0,0.0
Argentina_2011_2013,Argentina,Latin America and the Caribbean,41732565333.333336,0.0,2011,2013,2,0,0,0,0.0,0.0,0.0,0.0
Argentina_2013_2015,Argentina,Latin America and the Caribbean,42668133666.666664,0.0,2013,2015,2,0,0,0,0.0,0.0,0.0,0.0
Argentina_2015_2017,Argentina,Latin America and the Caribbean,43589048333.333336,0.0,2015,2017,2,0,0,0,0.0,0.0,0.0,0.0
Argentina_2017_2019,Argentina,Latin America and the Caribbean,44492675000.0,0.0,2017,2019,2,0,0,0,0.0,0.0,0.0,0.0
Argentina_2019_2022,Argentina,Latin America and the Caribbean,45589763000.0,0.0,2019,2022,3,0,0,0,0.0,0.0,0.0,0.0
Armenia_1995_1999,Armenia,Eastern Europe and Central Asia,3143270800.0,0.0,1995,1999,4,6,8,1,0.0019088396710840187,0.002545119561445358,0.0004772099177710047,0.0006362798903613395
Armenia_1999_2003,Armenia,Eastern Europe and Central Asia,3052243400.0,0.0,1999,2003,4,0,0,0,0.0,0.0,0.0,0.0
Armenia_2003_2007,Armenia,Eastern Europe and Central Asia,2978166200.0,0.0,2003,2007,4,3,3,0,0.0010073312899730041,0.0010073312899730041,0.00025183282249325104,0.00025183282249325104
Armenia_2007_2012,Armenia,Eastern Europe and Central Asia,2894402166.6666665,0.0,2007,2012,5,5,9,0,0.0017274724492616872,0.0031094504086710364,0.0003454944898523374,0.0006218900817342072
Armenia_2012_2017,Armenia,Eastern Europe and Central Asia,2916788333.3333335,0.0,2012,2017,5,15,30,12,0.005142642621193516,0.010285285242387032,0.0010285285242387031,0.0020570570484774063
Armenia_2017_2018,Armenia,Eastern Europe and Central Asia,2948265000.0,0.0,2017,2018,1,1,1,0,0.0003391825361695777,0.0003391825361695777,0.0003391825361695777,0.0003391825361695777
Armenia_2018_2023,Armenia,Eastern Europe and Central Asia,2924260000.0,0.0,2018,2023,5,37,197,8,0.012652773693173656,0.06736747074473542,0.0025305547386347315,0.013473494148947085
Australia_1990_1993,Australia,Western Europe and North America,17377775000.0,0.0,1990,1993,3,0,0,0,0.0,0.0,0.0,0.0
Australia_1993_1996,Australia,Western Europe and North America,17976250000.0,0.0,1993,1996,3,0,0,0,0.0,0.0,0.0,0.0
Australia_1996_1998,Australia,Western Europe and North America,18513000000.0,0.0,1996,1998,2,0,0,0,0.0,0.0,0.0,0.0
Australia_1998_2001,Australia,Western Europe and North America,19050750000.0,0.0,1998,2001,3,0,0,0,0.0,0.0,0.0,0.0
Australia_2001_2004,Australia,Western Europe and North America,19771800000.0,0.0,2001,2004,3,0,0,0,0.0,0.0,0.0,0.0
Australia_2004_2007,Australia,Western Europe and North America,20511925000.0,0.0,2004,2007,3,0,0,0,0.0,0.0,0.0,0.0
Australia_2007_2010,Australia,Western Europe and North America,21450062500.0,0.0,2007,2010,3,0,0,0,0.0,0.0,0.0,0.0
Australia_2010_2013,Australia,Western Europe and North America,22558342000.0,0.0,2010,2013,3,0,0,0,0.0,0.0,0.0,0.0
Australia_2013_2016,Australia,Western Europe and North America,23652679250.0,0.0,2013,2016,3,0,0,0,0.0,0.0,0.0,0.0
Australia_2016_2019,Australia,Western Europe and North America,24785300000.0,0.0,2016,2019,3,2,2,1,8.069299141023107e-05,8.069299141023107e-05,2.6897663803410358e-05,2.6897663803410358e-05
Australia_2019_2021,Australia,Western Europe and North America,25599422666.666668,0.0,2019,2021,2,0,0,0,0.0,0.0,0.0,0.0
Austria_1990_1994,Austria,Western Europe and North America,7823040200.0,0.0,1990,1994,4,0,0,0,0.0,0.0,0.0,0.0
Austria_1994_1995,Austria,Western Europe and North America,7942198000.0,0.0,1994,1995,1,0,0,0,0.0,0.0,0.0,0.0
Austria_1995_1999,Austria,Western Europe and North America,7968889800.0,0.0,1995,1999,4,0,0,0,0.0,0.0,0.0,0.0
Austria_1999_2002,Austria,Western Europe and North America,8032035000.0,0.0,1999,2002,3,0,0,0,0.0,0.0,0.0,0.0
Austria_2002_2006,Austria,Western Europe and North America,8174363200.0,0.0,2002,2006,4,0,0,0,0.0,0.0,0.0,0.0
Austria_2006_2008,Austria,Western Europe and North America,8295208000.0,0.0,2006,2008,2,0,0,0,0.0,0.0,0.0,0.0
Austria_2008_2013,Austria,Western Europe and North America,8388280000.0,0.0,2008,2013,5,0,0,0,0.0,0.0,0.0,0.0
Austria_2013_2017,Austria,Western Europe and North America,8640622400.0,0.0,2013,2017,4,0,0,0,0.0,0.0,0.0,0.0
Austria_2017_2019,Austria,Western Europe and North America,8839335666.666666,0.0,2017,2019,2,0,0,0,0.0,0.0,0.0,0.0
Austria_2019_2019,Austria,Western Europe and North America,8879920000.0,0.0,2019,2019,1,0,0,0,0.0,0.0,0.0,0.0
Azerbaijan_1995_2000,Azerbaijan,Eastern Europe and Central Asia,7871741666.666667,0.0,1995,2000,5,32,153,7,0.004065174056143864,0.019436613455937855,0.0008130348112287729,0.003887322691187571
Azerbaijan_2000_2005,Azerbaijan,Eastern Europe and Central Asia,8210700000.0,0.0,2000,2005,5,37,51,3,0.0045063149305174955,0.00621140706638898,0.0009012629861034991,0.001242281413277796
Azerbaijan_2005_2017,Azerbaijan,Eastern Europe and Central Asia,9146508230.76923,0.0,2005,2017,12,238,428,15,0.0260208588890084,0.046793813464267205,0.0021684049074173666,0.0038994844553556004
Bahrain_2002_2006,Bahrain,Middle East and North Africa,838254800.0,0.0,2002,2006,4,0,0,0,0.0,0.0,0.0,0.0
Bahrain_2006_2010,Bahrain,Middle East and North Africa,1106986200.0,0.0,2006,2010,4,0,0,0,0.0,0.0,0.0,0.0
Bahrain_2010_2014,Bahrain,Middle East and North Africa,1294012200.0,0.0,2010,2014,4,24,26,26,0.01854696578594854,0.020092546268110918,0.004636741446487135,0.0050231365670277296
Bahrain_2014_2019,Bahrain,Middle East and North Africa,1473066666.6666667,0.0,2014,2019,5,0,0,0,0.0,0.0,0.0,0.0
Bangladesh_1991_1996,Bangladesh,Asia and Pacific,111581836333.33333,1.0,1991,1996,5,125,467,340,0.0011202540136244217,0.0041852689949008395,0.00022405080272488434,0.0008370537989801679
Bangladesh_1996_2001,Bangladesh,Asia and Pacific,123904923666.66667,0.0,1996,2001,5,101,274,65,0.000815141134114361,0.0022113729776963853,0.0001630282268228722,0.00044227459553927706
Bangladesh_2001_2008,Bangladesh,Asia and Pacific,137658252125.0,0.0,2001,2008,7,251,369,89,0.0018233560002787227,0.002680551251405772,0.0002604794286112461,0.0003829358930579674
Bangladesh_2008_2014,Bangladesh,Asia and Pacific,149337436714.2857,0.0,2008,2014,6,71,86,17,0.00047543336461464857,0.0005758770331952081,7.923889410244143e-05,9.597950553253468e-05
Bangladesh_2014_2018,Bangladesh,Asia and Pacific,157962591400.0,0.0,2014,2018,4,78,161,50,0.0004937877968998678,0.001019228657703573,0.00012344694922496695,0.00025480716442589327
Bangladesh_2018_2023,Bangladesh,Asia and Pacific,165320427000.0,0.0,2018,2023,5,50,63,24,0.0003024429642926098,0.0003810781350086883,6.048859285852195e-05,7.621562700173765e-05
Barbados_1991_1994,Barbados,Latin America and the Caribbean,263391000.0,0.0,1991,1994,3,0,0,0,0.0,0.0,0.0,0.0
Barbados_1994_1999,Barbados,Latin America and the Caribbean,267644500.0,0.0,1994,1999,5,0,0,0,0.0,0.0,0.0,0.0
Barbados_1999_2003,Barbados,Latin America and the Caribbean,272442800.0,0.0,1999,2003,4,0,0,0,0.0,0.0,0.0,0.0
Barbados_2003_2008,Barbados,Latin America and the Caribbean,277009333.3333333,0.0,2003,2008,5,0,0,0,0.0,0.0,0.0,0.0
Barbados_2008_2013,Barbados,Latin America and the Caribbean,282360500.0,0.0,2008,2013,5,0,0,0,0.0,0.0,0.0,0.0
Barbados_2013_2017,Barbados,Latin America and the Caribbean,285294600.0,0.0,2013,2017,4,0,0,0,0.0,0.0,0.0,0.0
Belarus_1995_2000,Belarus,Eastern Europe and Central Asia,10091524000.0,0.0,1995,2000,5,0,0,0,0.0,0.0,0.0,0.0
Belarus_2000_2019,Belarus,Eastern Europe and Central Asia,9584749500.0,0.0,2000,2019,19,0,0,0,0.0,0.0,0.0,0.0
Belarus_2019_2019,Belarus,Eastern Europe and Central Asia,9419758000.0,0.0,2019,2019,1,0,0,0,0.0,0.0,0.0,0.0
Belgium_1991_1995,Belgium,Western Europe and North America,10077306600.0,0.0,1991,1995,4,0,0,0,0.0,0.0,0.0,0.0
Belgium_1995_1999,Belgium,Western Europe and North America,10180824000.0,0.0,1995,1999,4,0,0,0,0.0,0.0,0.0,0.0
Belgium_1999_2003,Belgium,Western Europe and North America,10294631400.0,0.0,1999,2003,4,0,0,0,0.0,0.0,0.0,0.0
Belgium_2003_2007,Belgium,Western Europe and North America,10489909000.0,0.0,2003,2007,4,0,0,0,0.0,0.0,0.0,0.0
Belgium_2007_2010,Belgium,Western Europe and North America,10756938000.0,0.0,2007,2010,3,0,0,0,0.0,0.0,0.0,0.0
Belgium_2010_2014,Belgium,Western Europe and North America,11081849200.0,0.0,2010,2014,4,0,0,0,0.0,0.0,0.0,0.0
Belgium_2014_2019,Belgium,Western Europe and North America,11350977833.333334,0.0,2014,2019,5,5,38,33,0.000440490684892096,0.0033477292051799297,8.809813697841919e-05,0.000669545841035986
Belgium_2019_2019,Belgium,Western Europe and North America,11488980000.0,0.0,2019,2019,1,0,0,0,0.0,0.0,0.0,0.0
Benin_1991_1995,Benin,Sub-Saharan Africa,5524565800.0,0.0,1991,1995,4,0,0,0,0.0,0.0,0.0,0.0
Benin_1995_1999,Benin,Sub-Saharan Africa,6283169000.0,0.0,1995,1999,4,0,0,0,0.0,0.0,0.0,0.0
Benin_1999_2003,Benin,Sub-Saharan Africa,7084546400.0,0.0,1999,2003,4,0,0,0,0.0,0.0,0.0,0.0
Benin_2003_2007,Benin,Sub-Saharan Africa,7984893000.0,0.0,2003,2007,4,0,0,0,0.0,0.0,0.0,0.0
Benin_2007_2011,Benin,Sub-Saharan Africa,8951300200.0,0.0,2007,2011,4,0,0,0,0.0,0.0,0.0,0.0
Benin_2011_2015,Benin,Sub-Saharan Africa,10011495600.0,0.0,2011,2015,4,0,0,0,0.0,0.0,0.0,0.0
Benin_2015_2019,Benin,Sub-Saharan Africa,11181882400.0,0.0,2015,2019,4,1,1,1,8.943038070226888e-05,8.943038070226888e-05,2.235759517556722e-05,2.235759517556722e-05
Benin_2019_2023,Benin,Sub-Saharan Africa,12432061000.0,0.0,2019,2023,4,36,89,30,0.0028957386872538672,0.007158909532377616,0.0007239346718134668,0.001789727383094404
Bhutan_2008_2013,Bhutan,Asia and Pacific,690092666.6666666,0.0,2008,2013,5,0,0,0,0.0,0.0,0.0,0.0
Bhutan_2013_2017,Bhutan,Asia and Pacific,727888400.0,0.0,2013,2017,4,0,0,0,0.0,0.0,0.0,0.0
Bolivia_1989_1993,Bolivia,Latin America and the Caribbean,7014237200.0,0.0,1989,1993,4,0,0,0,0.0,0.0,0.0,0.0
Bolivia_1993_1997,Bolivia,Latin America and the Caribbean,7623740800.0,0.0,1993,1997,4,0,0,0,0.0,0.0,0.0,0.0
Bolivia_1997_2002,Bolivia,Latin America and the Caribbean,8338769333.333333,0.0,1997,2002,5,10,52,0,0.0011992177262927846,0.00623593217672248,0.00023984354525855692,0.001247186435344496
Bolivia_2002_2005,Bolivia,Latin America and the Caribbean,8987496750.0,0.0,2002,2005,3,0,0,0,0.0,0.0,0.0,0.0
Bolivia_2005_2009,Bolivia,Latin America and the Caribbean,9558487000.0,0.0,2005,2009,4,0,0,0,0.0,0.0,0.0,0.0
Bolivia_2009_2014,Bolivia,Latin America and the Caribbean,10295484500.0,0.0,2009,2014,5,0,0,0,0.0,0.0,0.0,0.0
Bolivia_2014_2019,Bolivia,Latin America and the Caribbean,11111194333.333334,0.0,2014,2019,5,0,0,0,0.0,0.0,0.0,0.0
Bolivia_2019_2019,Bolivia,Latin America and the Caribbean,11513102000.0,0.0,2019,2019,1,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_1996_1998,Bosnia and Herzegovina,Eastern Europe and Central Asia,3744942333.3333335,0.0,1996,1998,2,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_1998_2000,Bosnia and Herzegovina,Eastern Europe and Central Asia,3742955666.6666665,0.0,1998,2000,2,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_2000_2002,Bosnia and Herzegovina,Eastern Europe and Central Asia,3755359666.6666665,0.0,2000,2002,2,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_2002_2006,Bosnia and Herzegovina,Eastern Europe and Central Asia,3763303200.0,0.0,2002,2006,4,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_2006_2010,Bosnia and Herzegovina,Eastern Europe and Central Asia,3744779400.0,0.0,2006,2010,4,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_2010_2014,Bosnia and Herzegovina,Eastern Europe and Central Asia,3599265400.0,0.0,2010,2014,4,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_2014_2018,Bosnia and Herzegovina,Eastern Europe and Central Asia,3394638800.0,0.0,2014,2018,4,0,0,0,0.0,0.0,0.0,0.0
Bosnia and Herzegovina_2018_2018,Bosnia and Herzegovina,Eastern Europe and Central Asia,3323929000.0,0.0,2018,2018,1,0,0,0,0.0,0.0,0.0,0.0
Botswana_1989_1994,Botswana,Sub-Saharan Africa,1342378833.3333333,0.0,1989,1994,5,1,1,1,0.0007449461919157695,0.0007449461919157695,0.0001489892383831539,0.0001489892383831539
Botswana_1994_1999,Botswana,Sub-Saharan Africa,1522411500.0,0.0,1994,1999,5,0,0,0,0.0,0.0,0.0,0.0
Botswana_1999_2004,Botswana,Sub-Saharan Africa,1688804000.0,0.0,1999,2004,5,0,0,0,0.0,0.0,0.0,0.0
Botswana_2004_2009,Botswana,Sub-Saharan Africa,1857518333.3333333,0.0,2004,2009,5,0,0,0,0.0,0.0,0.0,0.0
Botswana_2009_2014,Botswana,Sub-Saharan Africa,2024454666.6666667,0.0,2009,2014,5,0,0,0,0.0,0.0,0.0,0.0
Botswana_2014_2019,Botswana,Sub-Saharan Africa,2188684333.3333335,0.0,2014,2019,5,0,0,0,0.0,0.0,0.0,0.0
Botswana_2019_2023,Botswana,Sub-Saharan Africa,2420716000.0,0.0,2019,2023,4,0,0,0,0.0,0.0,0.0,0.0
Brazil_1990_1994,Brazil,Latin America and the Caribbean,154238483400.0,0.0,1990,1994,4,12,75,35,7.780159487745586e-05,0.00048625996798409913,1.9450398719363964e-05,0.00012156499199602478
Brazil_1994_1998,Brazil,Latin America and the Caribbean,164612317400.0,0.0,1994,1998,4,35,157,32,0.00021262078411150536,0.0009537560887287526,5.315519602787634e-05,0.00023843902218218815
Brazil_1998_2002,Brazil,Latin America and the Caribbean,174725568000.0,0.0,1998,2002,4,65,262,29,0.0003720119541977966,0.001499494338458811,9.300298854944916e-05,0.00037487358461470274
Brazil_2002_2006,Brazil,Latin America and the Caribbean,183929541400.0,0.0,2002,2006,4,60,274,64,0.00032621187191194724,0.0014897008817312258,8.155296797798681e-05,0.00037242522043280646
Brazil_2006_2010,Brazil,Latin America and the Caribbean,191985660400.0,0.0,2006,2010,4,23,127,26,0.00011980061402544208,0.0006615077383143976,2.995015350636052e-05,0.0001653769345785994
Brazil_2010_2014,Brazil,Latin America and the Caribbean,199263023600.0,0.0,2010,2014,4,27,345,9,0.00013549929892763105,0.0017313799307419522,3.387482473190776e-05,0.00043284498268548804
Brazil_2014_2018,Brazil,Latin America and the Caribbean,206140340800.0,0.0,2014,2018,4,419,5629,49,0.002032595844044515,0.027306639632760324,0.0005081489610111288,0.006826659908190081
Brazil_2018_2018,Brazil,Latin America and the Caribbean,209469320000.0,0.0,2018,2018,1,220,2518,30,0.0010502731378514046,0.012020853459590168,0.0010502731378514046,0.012020853459590168
Bulgaria_1990_1991,Bulgaria,Eastern Europe and Central Asia,8675328000.0,0.0,1990,1991,1,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_1991_1994,Bulgaria,Eastern Europe and Central Asia,8522108750.0,0.0,1991,1994,3,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_1994_1997,Bulgaria,Eastern Europe and Central Asia,8381138000.0,0.0,1994,1997,3,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_1997_2001,Bulgaria,Eastern Europe and Central Asia,8191758400.0,0.0,1997,2001,4,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_2001_2005,Bulgaria,Eastern Europe and Central Asia,7799492400.0,0.0,2001,2005,4,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_2005_2009,Bulgaria,Eastern Europe and Central Asia,7548467200.0,0.0,2005,2009,4,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_2009_2013,Bulgaria,Eastern Europe and Central Asia,7351874600.0,0.0,2009,2013,4,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_2013_2014,Bulgaria,Eastern Europe and Central Asia,7244526500.0,0.0,2013,2014,1,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_2014_2017,Bulgaria,Eastern Europe and Central Asia,7151424500.0,0.0,2014,2017,3,0,0,0,0.0,0.0,0.0,0.0
Bulgaria_2017_2020,Bulgaria,Eastern Europe and Central Asia,7002690000.0,0.0,2017,2020,3,0,0,0,0.0,0.0,0.0,0.0
Burkina Faso_1992_1997,Burkina Faso,Sub-Saharan Africa,9965722166.666666,0.0,1992,1997,5,0,0,0,0.0,0.0,0.0,0.0
Burkina Faso_1997_2002,Burkina Faso,Sub-Saharan Africa,11460434500.0,0.0,1997,2002,5,0,0,0,0.0,0.0,0.0,0.0
Burkina Faso_2002_2007,Burkina Faso,Sub-Saharan Africa,13246905666.666666,0.0,2002,2007,5,0,0,0,0.0,0.0,0.0,0.0
Burkina Faso_2007_2012,Burkina Faso,Sub-Saharan Africa,15390205000.0,0.0,2007,2012,5,0,0,0,0.0,0.0,0.0,0.0
Burkina Faso_2012_2015,Burkina Faso,Sub-Saharan Africa,17335172000.0,0.0,2012,2015,3,0,0,0,0.0,0.0,0.0,0.0
Burkina Faso_2015_2015,Burkina Faso,Sub-Saharan Africa,18110616000.0,0.0,2015,2015,1,0,0,0,0.0,0.0,0.0,0.0
Burma/Myanmar_1990_2010,Burma/Myanmar,Asia and Pacific,46385117523.809525,1.0,1990,2010,20,1750,12928,4254,0.03772761811160063,0.2787100839695846,0.0018863809055800315,0.01393550419847923
Burma/Myanmar_2010_2015,Burma/Myanmar,Asia and Pacific,51636524333.333336,0.0,2010,2015,5,711,3286,400,0.013769323345820596,0.06363712589924962,0.002753864669164119,0.012727425179849924
Burma/Myanmar_2015_2015,Burma/Myanmar,Asia and Pacific,52680724000.0,0.0,2015,2015,1,198,705,58,0.003758490486956861,0.013382504006588823,0.003758490486956861,0.013382504006588823
Burundi_1993_2005,Burundi,Sub-Saharan Africa,6410249153.846154,1.0,1993,2005,12,2429,48739,34918,0.3789244289424536,7.60329260692723,0.031577035745204464,0.6336077172439358
Burundi_2005_2010,Burundi,Sub-Saharan Africa,8005717333.333333,0.0,2005,2010,5,251,1072,389,0.03135259334662161,0.13390430305808118,0.006270518669324323,0.026780860611616237
Burundi_2010_2015,Burundi,Sub-Saharan Africa,9404106833.333334,0.0,2010,2015,5,71,360,104,0.0075498929625445015,0.0382811474157186,0.0015099785925089004,0.00765622948314372
Burundi_2015_2019,Burundi,Sub-Saharan Africa,10836200400.0,0.0,2015,2019,4,271,592,372,0.02500876598775342,0.05463169544188201,0.006252191496938355,0.013657923860470503
Cambodia_1993_1998,Cambodia,Asia and Pacific,10804466000.0,1.0,1993,1998,5,429,3343,566,0.03970580313733228,0.309409090648256,0.007941160627466456,0.0618818181296512
Cambodia_1998_2003,Cambodia,Asia and Pacific,12256919333.333334,1.0,1998,2003,5,41,279,74,0.0033450493460047788,0.022762652866715447,0.0006690098692009557,0.004552530573343089
Cambodia_2003_2008,Cambodia,Asia and Pacific,13372915666.666666,0.0,2003,2008,5,3,5,3,0.0002243340251877757,0.00037389004197962614,4.486680503755514e-05,7.477800839592523e-05
Cambodia_2008_2013,Cambodia,Asia and Pacific,14439641666.666666,0.0,2008,2013,5,7,15,3,0.0004847765728258492,0.001038806941769677,9.695531456516985e-05,0.0002077613883539354
Cambodia_2013_2018,Cambodia,Asia and Pacific,15641294833.333334,0.0,2013,2018,5,0,0,0,0.0,0.0,0.0,0.0
Cambodia_2018_2022,Cambodia,Asia and Pacific,16633919200.0,0.0,2018,2022,4,0,0,0,0.0,0.0,0.0,0.0
Cameroon_1992_1997,Cameroon,Sub-Saharan Africa,13418301333.333334,0.0,1992,1997,5,18,230,57,0.0013414514663853128,0.017140768737145665,0.00026829029327706254,0.003428153747429133
Cameroon_1997_2002,Cameroon,Sub-Saharan Africa,15330212166.666666,0.0,1997,2002,5,10,54,2,0.0006523066929069356,0.003522456141697452,0.0001304613385813871,0.0007044912283394905
Cameroon_2002_2007,Cameroon,Sub-Saharan Africa,17517527333.333332,0.0,2002,2007,5,4,0,0,0.00022834272919263987,0.0,4.566854583852797e-05,0.0
Cameroon_2007_2013,Cameroon,Sub-Saharan Africa,20369010571.42857,0.0,2007,2013,6,3,1,1,0.00014728255893823694,4.9094186312745655e-05,2.4547093156372824e-05,8.18236438545761e-06
Cameroon_2013_2018,Cameroon,Sub-Saharan Africa,23627734833.333332,0.0,2013,2018,5,602,4225,1238,0.0254785320830127,0.1788152791540343,0.00509570641660254,0.03576305583080686
Canada_1993_1997,Canada,Western Europe and North America,29300780800.0,0.0,1993,1997,4,14,31,1,0.00047780296694346105,0.0010579922839462352,0.00011945074173586526,0.0002644980709865588
Canada_1997_2000,Canada,Western Europe and North America,30287034250.0,0.0,1997,2000,3,21,63,0,0.0006933660069407423,0.0020800980208222266,0.00023112200231358078,0.0006933660069407422
Canada_2000_2004,Canada,Western Europe and North America,31330278800.0,0.0,2000,2004,4,9,24,0,0.0002872620463243372,0.0007660321235315659,7.18155115810843e-05,0.00019150803088289147
Canada_2004_2006,Canada,Western Europe and North America,32251860666.666668,0.0,2004,2006,2,0,0,0,0.0,0.0,0.0,0.0
Canada_2006_2008,Canada,Western Europe and North America,32902439000.0,0.0,2006,2008,2,0,0,0,0.0,0.0,0.0,0.0
Canada_2008_2011,Canada,Western Europe and North America,33805057500.0,0.0,2008,2011,3,0,0,0,0.0,0.0,0.0,0.0
Canada_2011_2015,Canada,Western Europe and North America,35055369400.0,0.0,2011,2015,4,0,0,0,0.0,0.0,0.0,0.0
Canada_2015_2019,Canada,Western Europe and North America,36604789000.0,0.0,2015,2019,4,0,0,0,0.0,0.0,0.0,0.0
Canada_2019_2023,Canada,Western Europe and North America,38203611000.0,0.0,2019,2023,4,0,0,0,0.0,0.0,0.0,0.0
Cape Verde_1991_1995,Cape Verde,Sub-Saharan Africa,366149200.0,0.0,1991,1995,4,0,0,0,0.0,0.0,0.0,0.0
Cape Verde_1995_2001,Cape Verde,Sub-Saharan Africa,411845285.71428573,0.0,1995,2001,6,0,0,0,0.0,0.0,0.0,0.0
