country_name,year,v2exnamhog,v2exnamhos,v2exhoshog,e_mipopula,e_wb_pop,e_miinterc
Switzerland,2005,,[Collective Body],1.0,,7437115.0,
Switzerland,2006,,[Collective Body],1.0,,7483934.0,
Switzerland,2007,,[Collective Body],1.0,,7551117.0,
Switzerland,2008,,[Collective Body],1.0,,7647675.0,
Switzerland,2009,,[Collective Body],1.0,,7743831.0,
Switzerland,2010,,[Collective Body],1.0,,7824909.0,
Switzerland,2011,,[Collective Body],1.0,,7912398.0,
Switzerland,2012,,[Collective Body],1.0,,7996861.0,
Switzerland,2013,,[Collective Body],1.0,,8089346.0,
Switzerland,2014,,[Collective Body],1.0,,8188649.0,
Switzerland,2015,,[Collective Body],1.0,,8282396.0,
Switzerland,2016,,[Collective Body],1.0,,8373338.0,
Switzerland,2017,,[Collective Body],1.0,,8451840.0,
Switzerland,2018,,[Collective Body],1.0,,8514329.0,
Switzerland,2019,,[Collective Body],1.0,,8575280.0,
Switzerland,2020,,[Collective Body],1.0,,8636561.0,
Switzerland,2021,,[Collective Body],1.0,,8697723.0,
Switzerland,2022,,[Collective Body],1.0,,8769741.0,
Switzerland,2023,,[Collective Body],1.0,,,
Ghana,1970,Kofi Abrefa Busia,Edward A. Akufo-Addo,0.0,8788.945,8735493.0,0.0
Ghana,1971,Kofi Abrefa Busia,Edward A. Akufo-Addo,0.0,9011.75,8973247.0,0.0
Ghana,1972,,Ignatius Kutu Acheampong,1.0,9234.556,9229640.0,0.0
Ghana,1973,,Ignatius Kutu Acheampong,1.0,9457.361,9493552.0,0.0
Ghana,1974,,Ignatius Kutu Acheampong,1.0,9680.167,9749098.0,0.0
Ghana,1975,,Ignatius Kutu Acheampong,1.0,9902.972,9985946.0,0.0
Ghana,1976,,Ignatius Kutu Acheampong,1.0,10125.778,10199164.0,0.0
Ghana,1977,,Ignatius Kutu Acheampong,1.0,10348.584,10395453.0,0.0
Ghana,1978,,Frederick William Kwasi Akuffo,1.0,10571.389,10590265.0,0.0
Ghana,1979,,Hilla Limann,1.0,10794.194,10805318.0,0.0
Ghana,1980,,Hilla Limann,1.0,11017.0,11056112.0,0.0
Ghana,1981,,Jerry John Rawlings,1.0,11456.7,11348287.0,0.0
Ghana,1982,,Jerry John Rawlings,1.0,11896.4,11676828.0,0.0
Ghana,1983,,Jerry John Rawlings,1.0,12336.1,12033559.0,0.0
Ghana,1984,,Jerry John Rawlings,1.0,12775.8,12405659.0,0.0
Ghana,1985,,Jerry John Rawlings,1.0,13215.5,12783617.0,0.0
Ghana,1986,,Jerry John Rawlings,1.0,13655.2,13164839.0,0.0
Ghana,1987,,Jerry John Rawlings,1.0,14094.9,13552021.0,0.0
Ghana,1988,,Jerry John Rawlings,1.0,14534.6,13947047.0,0.0
Ghana,1989,,Jerry John Rawlings,1.0,14974.3,14353409.0,0.0
Ghana,1990,,Jerry John Rawlings,1.0,15414.0,14773274.0,0.0
Ghana,1991,,Jerry John Rawlings,1.0,15846.2,15207360.0,0.0
Ghana,1992,,Jerry John Rawlings,1.0,16278.4,15653345.0,0.0
Ghana,1993,,Jerry John Rawlings,1.0,16710.6,16106756.0,0.0
Ghana,1994,,Jerry John Rawlings,1.0,17142.8,16561677.0,0.0
Ghana,1995,,Jerry John Rawlings,1.0,17575.0,17014058.0,0.0
Ghana,1996,,Jerry John Rawlings,1.0,18007.2,17462504.0,0.0
Ghana,1997,,Jerry John Rawlings,1.0,18439.4,17908977.0,0.0
Ghana,1998,,Jerry John Rawlings,1.0,18871.6,18357159.0,0.0
Ghana,1999,,Jerry John Rawlings,1.0,19303.8,18812369.0,0.0
Ghana,2000,,Jerry John Rawlings,1.0,19736.0,19278850.0,0.0
Ghana,2001,,John Agyekum Kufuor,1.0,,19756929.0,
Ghana,2002,,John Agyekum Kufuor,1.0,,20246376.0,
Ghana,2003,,John Agyekum Kufuor,1.0,,20750308.0,
Ghana,2004,,John Agyekum Kufuor,1.0,,21272328.0,
Ghana,2005,,John Agyekum Kufuor,1.0,,21814648.0,
Ghana,2006,,John Agyekum Kufuor,1.0,,22379057.0,
Ghana,2007,,John Agyekum Kufuor,1.0,,22963946.0,
Ghana,2008,,John Agyekum Kufuor,1.0,,23563832.0,
Ghana,2009,,John Evans Atta Mills,1.0,,24170943.0,
Ghana,2010,,John Evans Atta Mills,1.0,,24779614.0,
Ghana,2011,,John Evans Atta Mills,1.0,,25387713.0,
Ghana,2012,,John Dramani Mahama,1.0,,25996454.0,
Ghana,2013,,John Dramani Mahama,1.0,,26607641.0,
Ghana,2014,,John Dramani Mahama,1.0,,27224480.0,
Ghana,2015,,John Dramani Mahama,1.0,,27849203.0,
Ghana,2016,,John Dramani Mahama,1.0,,28481947.0,
Ghana,2017,,Nana Addo Dankwa Akufo-Addo,1.0,,29121464.0,
Ghana,2018,,Nana Addo Dankwa Akufo-Addo,1.0,,29767108.0,
Ghana,2019,,Nana Addo Dankwa Akufo-Addo,1.0,,30417858.0,
Ghana,2020,,Nana Addo Dankwa Akufo-Addo,1.0,,31072945.0,
Ghana,2021,,Nana Addo Dankwa Akufo-Addo,1.0,,31732128.0,
Ghana,2022,,Nana Addo Dankwa Akufo-Addo,1.0,,33475870.0,
Ghana,2023,,Nana Addo Dankwa Akufo-Addo,1.0,,,
South Africa,1970,Balthazar Johannes Vorster,Jacobus Johannes Fouché,0.0,22739.92,22069783.0,0.0
South Africa,1971,Balthazar Johannes Vorster,Jacobus Johannes Fouché,0.0,23391.087,22665265.0,0.0
South Africa,1972,Balthazar Johannes Vorster,Jacobus Johannes Fouché,0.0,24042.254,23281517.0,0.0
South Africa,1973,Balthazar Johannes Vorster,Jacobus Johannes Fouché,0.0,24693.421,23913090.0,0.0
South Africa,1974,Balthazar Johannes Vorster,Jacobus Johannes Fouché,0.0,25344.588,24552540.0,0.0
South Africa,1975,Balthazar Johannes Vorster,Nicolaas Johannes Diederichs,0.0,25995.755,25195184.0,0.0
South Africa,1976,Balthazar Johannes Vorster,Nicolaas Johannes Diederichs,0.0,26646.922,25836890.0,1.0
South Africa,1977,Balthazar Johannes Vorster,Nicolaas Johannes Diederichs,0.0,27298.089,26480915.0,1.0
South Africa,1978,Pieter Willem Botha,Balthazar Johannes Vorster,0.0,27949.256,27138966.0,1.0
South Africa,1979,Pieter Willem Botha,Marais Viljoen,0.0,28600.423,27827325.0,1.0
South Africa,1980,Pieter Willem Botha,Marais Viljoen,0.0,29251.59,28556771.0,1.0
South Africa,1981,Pieter Willem Botha,Marais Viljoen,0.0,30174.031,29333095.0,1.0
South Africa,1982,Pieter Willem Botha,Marais Viljoen,0.0,31096.472,30150448.0,1.0
South Africa,1983,Pieter Willem Botha,Marais Viljoen,0.0,32018.913,30993762.0,1.0
South Africa,1984,,Pieter Willem Botha,1.0,32941.354,31841588.0,1.0
South Africa,1985,,Pieter Willem Botha,1.0,33863.795,32678876.0,1.0
South Africa,1986,,Pieter Willem Botha,1.0,34786.236,33495956.0,1.0
South Africa,1987,,Pieter Willem Botha,1.0,35708.677,34297727.0,1.0
South Africa,1988,,Pieter Willem Botha,1.0,36631.118,35100905.0,1.0
South Africa,1989,,Frederik Willem de Klerk,1.0,37553.559,35930056.0,1.0
South Africa,1990,,Frederik Willem de Klerk,1.0,38476.0,36800507.0,1.0
South Africa,1991,,Frederik Willem de Klerk,1.0,39134.8,37718952.0,1.0
South Africa,1992,,Frederik Willem de Klerk,1.0,39793.6,38672611.0,1.0
South Africa,1993,,Frederik Willem de Klerk,1.0,40452.4,39633754.0,1.0
South Africa,1994,,Nelson Rolihlahla Mandela,1.0,41111.2,40564061.0,0.0
South Africa,1995,,Nelson Rolihlahla Mandela,1.0,41770.0,41435761.0,0.0
South Africa,1996,,Nelson Rolihlahla Mandela,1.0,42428.8,42241007.0,0.0
South Africa,1997,,Nelson Rolihlahla Mandela,1.0,43087.6,42987456.0,0.0
South Africa,1998,,Nelson Rolihlahla Mandela,1.0,43746.4,43682259.0,0.0
South Africa,1999,,Thabo Mvuyelwa Mbeki,1.0,44405.2,44338551.0,0.0
South Africa,2000,,Thabo Mvuyelwa Mbeki,1.0,45064.0,44967713.0,0.0
South Africa,2001,,Thabo Mvuyelwa Mbeki,1.0,,45571272.0,
South Africa,2002,,Thabo Mvuyelwa Mbeki,1.0,,46150913.0,
South Africa,2003,,Thabo Mvuyelwa Mbeki,1.0,,46719203.0,
South Africa,2004,,Thabo Mvuyelwa Mbeki,1.0,,47291610.0,
South Africa,2005,,Thabo Mvuyelwa Mbeki,1.0,,47880595.0,
South Africa,2006,,Thabo Mvuyelwa Mbeki,1.0,,48489464.0,
South Africa,2007,,Thabo Mvuyelwa Mbeki,1.0,,49119766.0,
South Africa,2008,,Kgalema Motlanthe,1.0,,49779472.0,
South Africa,2009,,Jacob Gedleyihlekisa Zuma,1.0,,50477013.0,
South Africa,2010,,Jacob Gedleyihlekisa Zuma,1.0,,51216967.0,
South Africa,2011,,Jacob Gedleyihlekisa Zuma,1.0,,52003759.0,
South Africa,2012,,Jacob Gedleyihlekisa Zuma,1.0,,52832659.0,
South Africa,2013,,Jacob Gedleyihlekisa Zuma,1.0,,53687125.0,
South Africa,2014,,Jacob Gedleyihlekisa Zuma,1.0,,54544184.0,
South Africa,2015,,Jacob Gedleyihlekisa Zuma,1.0,,55386369.0,
South Africa,2016,,Jacob Gedleyihlekisa Zuma,1.0,,56207649.0,
South Africa,2017,,Jacob Gedleyihlekisa Zuma,1.0,,57009751.0,
South Africa,2018,,Cyril Ramaphosa,1.0,,57792520.0,
South Africa,2019,,Cyril Ramaphosa,1.0,,58558267.0,
South Africa,2020,,Cyril Ramaphosa,1.0,,59308690.0,
South Africa,2021,,Cyril Ramaphosa,1.0,,60041996.0,
South Africa,2022,,Cyril Ramaphosa,1.0,,59893885.0,
South Africa,2023,,Cyril Ramaphosa,1.0,,,
Japan,1970,Eisaku Sato,Hirohito,0.0,104345.0,103403000.0,0.0
Japan,1971,Eisaku Sato,Hirohito,0.0,105591.23,105697000.0,0.0
Japan,1972,Kakuei Tanaka,Hirohito,0.0,106837.46,107188000.0,0.0
Japan,1973,Kakuei Tanaka,Hirohito,0.0,108083.69,108707000.0,0.0
Japan,1974,Takeo Miki,Hirohito,0.0,109329.92,110162000.0,0.0
Japan,1975,Takeo Miki,Hirohito,0.0,110576.15,111573000.0,0.0
Japan,1976,Takeo Fukuda,Hirohito,0.0,111822.38,112775000.0,0.0
Japan,1977,Takeo Fukuda,Hirohito,0.0,113068.61,113872000.0,0.0
Japan,1978,Masayoshi Ohira,Hirohito,0.0,114314.84,114913000.0,0.0
Japan,1979,Masayoshi Ohira,Hirohito,0.0,115561.07,115890000.0,0.0
Japan,1980,Zenko Suzuki,Hirohito,0.0,116807.3,116807000.0,0.0
Japan,1981,Zenko Suzuki,Hirohito,0.0,117480.31,117661000.0,0.0
Japan,1982,Yasuhiro Nakasone,Hirohito,0.0,118153.32,118480000.0,0.0
Japan,1983,Yasuhiro Nakasone,Hirohito,0.0,118826.33,119307000.0,0.0
Japan,1984,Yasuhiro Nakasone,Hirohito,0.0,119499.34,120083000.0,0.0
Japan,1985,Yasuhiro Nakasone,Hirohito,0.0,120172.35,120837000.0,0.0
Japan,1986,Yasuhiro Nakasone,Hirohito,0.0,120845.36,121482000.0,0.0
Japan,1987,Noboru Takeshita,Hirohito,0.0,121518.37,122069000.0,0.0
Japan,1988,Noboru Takeshita,Hirohito,0.0,122191.38,122578000.0,0.0
